Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas,Link Relatório
26,dom,2024-09-15,16:00,Red Bull Bragantino,1.7,2–2,0.8,Grêmio,,Estádio Nabi Abi Chedid,Bruno Arleu,Relatório da Partida,,/pt/partidas/25d75bfc/Red-Bull-Bragantino-Gremio-2024Setembro15-Serie-A
26,dom,2024-09-15,16:00,Juventude,0.6,2–1,0.7,Fluminense,,Estádio Alfredo Jaconi,Flavio Rodrigues de Souza,Relatório da Partida,,/pt/partidas/d78f88f7/Juventude-Fluminense-2024Setembro15-Serie-A
26,dom,2024-09-15,16:00,Palmeiras,1.9,5–0,0.7,Criciúma,,Allianz Parque,Alex Gomes Stefano,Relatório da Partida,,/pt/partidas/f840653c/Palmeiras-Criciuma-2024Setembro15-Serie-A
26,dom,2024-09-15,18:30,Flamengo,2.1,1–1,1.0,Vasco da Gama,,Estadio Jornalista Mário Filho,Raphael Claus,Relatório da Partida,,/pt/partidas/19ccb168/Classico-dos-Milhoes-Flamengo-Vasco-da-Gama-2024Setembro15-Serie-A
26,dom,2024-09-15,18:30,Cruzeiro,0.6,0–1,1.1,São Paulo,,Estádio Governador Magalhães Pinto,Wilton Pereira Sampaio,Relatório da Partida,,/pt/partidas/24766b1d/Cruzeiro-Sao-Paulo-2024Setembro15-Serie-A
26,dom,2024-09-15,18:30,Bahia,1.1,3–0,0.6,Atlético Mineiro,,Itaipava Arena Fonte Nova,Rafael Rodrigo Klein,Relatório da Partida,,/pt/partidas/95664a87/Bahia-Atletico-Mineiro-2024Setembro15-Serie-A
26,sáb,2024-09-14,21:00,Botafogo (RJ),2.2,2–1,2.0,Corinthians,,Estádio Nilton Santos,Anderson Daronco,Relatório da Partida,,/pt/partidas/96c9cb35/Botafogo-RJ-Corinthians-2024Setembro14-Serie-A
26,seg,2024-09-16,20:00,Internacional,3.3,3–0,0.3,Cuiabá,,Estádio José Pinheiro Borba,Braulio Machado,Relatório da Partida,,/pt/partidas/d386688b/Internacional-Cuiaba-2024Setembro16-Serie-A
27,sáb,2024-09-21,16:00,Vitória,1.1,1–0,0.9,Juventude,,Estádio Manoel Barradas,Braulio Machado,Relatório da Partida,,/pt/partidas/9b226572/Vitoria-Juventude-2024Setembro21-Serie-A
27,sáb,2024-09-21,16:00,Corinthians,2.5,3–0,0.7,Atl Goianiense,46.001,Neo Química Arena,Bruno Arleu,Relatório da Partida,,/pt/partidas/aa0683d1/Corinthians-Atletico-Goianiense-2024Setembro21-Serie-A
27,sáb,2024-09-21,18:30,Fluminense,0.4,0–1,1.6,Botafogo (RJ),,Estadio Jornalista Mário Filho,Wilton Sampaio,Relatório da Partida,,/pt/partidas/64deb2a0/Fluminense-Botafogo-RJ-2024Setembro21-Serie-A
27,dom,2024-09-22,16:00,Vasco da Gama,0.3,0–1,1.4,Palmeiras,,Estádio Nacional de Brasília,Rafael Rodrigo Klein,Relatório da Partida,,/pt/partidas/cccfa1db/Vasco-da-Gama-Palmeiras-2024Setembro22-Serie-A
27,dom,2024-09-22,16:00,Atlético Mineiro,2.3,3–0,0.6,Red Bull Bragantino,,Arena MRV,Lucas Paulo Torezin,Relatório da Partida,,/pt/partidas/cd6767af/Atletico-Mineiro-Red-Bull-Bragantino-2024Setembro22-Serie-A
27,dom,2024-09-22,17:30,Cuiabá,0.4,0–0,0.9,Cruzeiro,,Arena Pantanal,Flavio Rodrigues de Souza,Relatório da Partida,,/pt/partidas/1c4268a0/Cuiaba-Cruzeiro-2024Setembro22-Serie-A
27,dom,2024-09-22,18:30,Grêmio,1.6,3–2,1.4,Flamengo,,Arena do Grêmio,Matheus Delgado Candançan,Relatório da Partida,,/pt/partidas/0a86cb63/Gremio-Flamengo-2024Setembro22-Serie-A
27,dom,2024-09-22,18:30,São Paulo,0.8,1–3,1.0,Internacional,,Estádio do Morumbi,Ramon Abatti,Relatório da Partida,,/pt/partidas/16602935/Sao-Paulo-Internacional-2024Setembro22-Serie-A
27,dom,2024-09-22,20:00,Criciúma,1.4,0–0,0.6,Ath Paranaense,,Estádio Heriberto Hülse,Anderson Daronco,Relatório da Partida,,/pt/partidas/babc88a6/Criciuma-Athletico-Paranaense-2024Setembro22-Serie-A
27,sáb,2024-09-21,21:00,Fortaleza,1.5,4–1,0.4,Bahia,,Estádio Castelão,Raphael Claus,Relatório da Partida,,/pt/partidas/0b1ee8dc/Fortaleza-Bahia-2024Setembro21-Serie-A
5,qua,2024-09-25,19:00,Grêmio,1.6,1–2,0.8,Criciúma,,Arena do Grêmio,Davi de Oliveira Lacerda,Relatório da Partida,,/pt/partidas/fbb40f13/Gremio-Criciuma-2024Setembro25-Serie-A
16,qua,2024-09-25,19:00,Red Bull Bragantino,1.1,2–2,2.2,Internacional,,Estádio Nabi Abi Chedid,Rodrigo José Pereira de Lima,Relatório da Partida,,/pt/partidas/0e53bd28/Red-Bull-Bragantino-Internacional-2024Setembro25-Serie-A
28,sáb,2024-09-28,18:30,Palmeiras,2.6,2–1,0.3,Atlético Mineiro,,Estádio Brinco de Ouro da Princesa,Bruno Arleu,Relatório da Partida,,/pt/partidas/b13912c8/Palmeiras-Atletico-Mineiro-2024Setembro28-Serie-A
28,dom,2024-09-29,11:00,Juventude,1.0,1–1,1.2,Red Bull Bragantino,,Estádio Alfredo Jaconi,Alex Gomes Stefano,Relatório da Partida,,/pt/partidas/71fc3558/Juventude-Red-Bull-Bragantino-2024Setembro29-Serie-A
28,dom,2024-09-29,16:00,Fortaleza,0.8,1–0,0.1,Cuiabá,,Estádio Castelão,Denis da Silva Ribeiro Serafim,Relatório da Partida,,/pt/partidas/4032bded/Fortaleza-Cuiaba-2024Setembro29-Serie-A
28,dom,2024-09-29,16:00,Atl Goianiense,1.4,1–0,1.5,Fluminense,,Estádio Antônio Accioly,Ramon Abatti,Relatório da Partida,,/pt/partidas/72e965ed/Atletico-Goianiense-Fluminense-2024Setembro29-Serie-A
28,dom,2024-09-29,16:00,São Paulo,2.7,3–1,0.7,Corinthians,,Estádio Nacional de Brasília,Rafael Rodrigo Klein,Relatório da Partida,,/pt/partidas/ac52cacc/Classico-Majestoso-Sao-Paulo-Corinthians-2024Setembro29-Serie-A
28,dom,2024-09-29,18:30,Cruzeiro,0.7,1–1,1.2,Vasco da Gama,,Estádio Governador Magalhães Pinto,Matheus Delgado Candançan,Relatório da Partida,,/pt/partidas/26feb496/Cruzeiro-Vasco-da-Gama-2024Setembro29-Serie-A
28,dom,2024-09-29,18:30,Internacional,2.3,3–1,0.7,Vitória,,Estádio José Pinheiro Borba,Wagner do Nascimento Magalhães,Relatório da Partida,,/pt/partidas/7b02ac23/Internacional-Vitoria-2024Setembro29-Serie-A
28,dom,2024-09-29,18:30,Bahia,2.4,1–0,0.1,Criciúma,,Itaipava Arena Fonte Nova,Edina Alves,Relatório da Partida,,/pt/partidas/b2e0b425/Bahia-Criciuma-2024Setembro29-Serie-A
28,dom,2024-09-29,20:00,Flamengo,0.7,1–0,0.4,Ath Paranaense,,Estadio Jornalista Mário Filho,Davi de Oliveira Lacerda,Relatório da Partida,,/pt/partidas/b3539655/Flamengo-Athletico-Paranaense-2024Setembro29-Serie-A
28,sáb,2024-09-28,21:00,Botafogo (RJ),1.0,0–0,0.7,Grêmio,,Estádio Nacional de Brasília,Maguielson Lima Barbosa,Relatório da Partida,,/pt/partidas/6549c685/Botafogo-RJ-Gremio-2024Setembro28-Serie-A
